source_url,post_title,post_slug,post_status,post_author,post_date,categories,tags,excerpt,content_html,featured_image_url,featured_image_alt,image_gallery_urls,canonical_url,seo_title,seo_meta_description,redirect_from,menu_order,comment_status,ping_status,meta__source,meta__external_id,meta__custom1,meta__custom2
https://roachag.com/Resources/september-2025-usda-supply-demand,September 2025 USDA Supply & Demand,september-2025-usda-supply-and-demand,draft,admin,9/12/2025 10:00,USDA Supply/Demand,Supply/Demand,,"<html><body><div class=""post-meta"">
<span>
<em class=""fas fa-calendar""></em>September 12,
                        2025
                    </span><span>
<em class=""fas fa-folder-open""></em> <a href=""https://roachag.com/Resources?Category=usda-supply%2fdemand"">USDA Supply/Demand</a>
</span><span><em class=""fas fa-tags""></em></span><em class=""fas fa-comments"">
                        0
                    </em>
<div class=""socialnetwork"">
</div>
</div><p><span style=""font-size:16px;""></span></p><p><span style=""font-size:11pt""><span style=""font-family:Arial,sans-serif"">In a surprise to many, the USDA increased the size of the US corn and soybean crop. The USDA found more acreage this month, raising corn harvested acreage by 1.4 million acres and soybeans by  200k acres. Prices of corn and soybeans initially dropped lower following the report but were trading back in the green within ten minutes, signaling traders may not agree with the USDA numbers.</span></span></p><p><span style=""font-size:11pt""><span style=""font-family:Arial,sans-serif""></span></span></p><p><span style=""font-size:11pt""><span style=""font-family:Arial,sans-serif"">Prices continue to chop back and forth. Expect more of the same as harvest season ramps up around the US Belt. </span></span></p><p><span style=""font-size:11pt""><span style=""font-family:Arial,sans-serif""></span></span></p><p><span style=""font-size:11pt""><span style=""font-family:Arial,sans-serif"">The USDA left US wheat supplies and domestic use changed, while they increased exports. This led to a 25 million bushel reduction to ending stocks.</span></span></p><p><span style=""font-size:16px;""></span></p><p><img alt="""" src=""https://roachag.com/Portals/0/Images/wasde/2025/9-12-25%20USDA%20Report.png?ver=JQEzMYa8OJkIxWRSCpszTA%3d%3d"" style=""width: 599px; height: 797px;""/></p><p><span style=""font-size:14px;"">Source: USDA, Reuters</span></p></body></html>",https://roachag.com/Portals/0/Images/wasde/2025/9-12-25%20USDA%20Report.png?ver=JQEzMYa8OJkIxWRSCpszTA%3d%3d,,,,,,,0,closed,closed,Roach Ag Resources,,,
https://roachag.com/Resources/august-2025-usda-supply-demand,August 2025 USDA Supply & Demand,august-2025-usda-supply-and-demand,draft,admin,8/12/2025 10:00,USDA Supply/Demand,Supply/Demand,,"<html><body><div class=""post-meta"">
<span>
<em class=""fas fa-calendar""></em>August 12,
                        2025
                    </span><span>
<em class=""fas fa-folder-open""></em> <a href=""https://roachag.com/Resources?Category=usda-supply%2fdemand"">USDA Supply/Demand</a>
</span><span><em class=""fas fa-tags""></em></span><em class=""fas fa-comments"">
                        0
                    </em>
<div class=""socialnetwork"">
</div>
</div><p><span style=""font-size:16px;""></span></p><p><span style=""font-size:16px;""><span style=""font-family:Arial,sans-serif"">The top line US yield numbers were even larger increases than trade expected. The US corn yield came in at 188.8 bpa, which exceeded last week’s controversial StoneX estimate, and came in above even the largest trade estimate. This was well above last year’s record yield of 179.3 bpa. The US soybean yield estimate was 53.6 bpa, which put it equal to the highest trade estimate. </span></span></p><p><span style=""font-size:16px;""></span></p><p><span style=""font-size:16px;""><span style=""font-family:Arial,sans-serif""></span></span></p><p><span style=""font-size:16px;""><span style=""font-family:Arial,sans-serif"">The harvested acreage estimates increased for corn but decreased for soybeans, which increased the size of the US corn production by more than 1 billion bushels. A smaller soybean acreage estimate offset the larger yield, leaving US soybean production 43 million bushels smaller than last month. </span></span></p><p><span style=""font-size:16px;""><span style=""font-family:Arial,sans-serif""></span></span></p><p><span style=""font-size:16px;""><span style=""font-family:Arial,sans-serif"">Thus, the bottom line is that the US corn crop is expected to be a massive record, while the soybean production total was tempered following today’s supply demand update. </span></span></p><p><span style=""font-size:16px;""><span style=""font-family:Arial,sans-serif""></span></span></p><p><span style=""font-size:16px;""><span style=""font-family:Arial,sans-serif"">There were only minimal changes to US wheat production from last month. </span></span></p><p><span style=""font-size:16px;""><span style=""font-family:Arial,sans-serif""></span></span></p><p><span style=""font-size:16px;""><span style=""font-family:Arial,sans-serif"">Soybean prices are sharply higher following the reports. November beans cleared up through the green line 20-day moving average with strong power. The market is telling us we have run out of sellers and reignited the buyer. Spec funds were heavily short soybeans, and the trend has now flipped upward. The funds always follow the trend, and today they are on the wrong side.  </span></span></p><p><span style=""font-size:16px;""><span style=""font-family:Arial,sans-serif""></span></span></p><p><span style=""font-size:16px;""><span arial="""" style=""font-family:"">This is a time to pay attention to the market. Be prepared for a Soybean Sell Signal.</span></span></p><p><span style=""font-size:16px;""></span></p><p><span style=""font-size:16px;""></span></p><p><span style=""font-size:16px;""><img alt="""" src=""https://roachag.com/Portals/0/Images/wasde/2025/8-12-25%20USDA%20report%202.png?ver=fLXcoq3Coxf2wa9jpk6Zzg%3d%3d"" style=""width: 599px; height: 936px;""/></span></p><p><span style=""font-size:14px;"">Source: USDA, Reuters</span></p></body></html>",https://roachag.com/Portals/0/Images/wasde/2025/8-12-25%20USDA%20report%202.png?ver=fLXcoq3Coxf2wa9jpk6Zzg%3d%3d,,,,,,,0,closed,closed,Roach Ag Resources,,,
https://roachag.com/Resources/july-2025-usda-supply-demand,July 2025 USDA Supply & Demand,july-2025-usda-supply-and-demand,draft,admin,7/10/2025 10:00,USDA Supply/Demand,Supply/Demand,,"<html><body><div class=""post-meta"">
<span>
<em class=""fas fa-calendar""></em>July 10,
                        2025
                    </span><span>
<em class=""fas fa-folder-open""></em> <a href=""https://roachag.com/Resources?Category=usda-supply%2fdemand"">USDA Supply/Demand</a>
</span><span><em class=""fas fa-tags""></em></span><em class=""fas fa-comments"">
                        0
                    </em>
<div class=""socialnetwork"">
</div>
</div><p><span style=""font-size:16px;""></span></p><p><span style=""font-size:16px;"">Projections for U.S. corn and soybean production declined slightly from the previous month in the USDA Crop Production report released on Friday.</span></p><p><span style=""font-size:16px;"">Modest reductions in harvested acres offset steady yield estimates and trimmed the forecast modestly but totals still met analyst expectations and were considered unsurprising overall.</span></p><p><span style=""font-size:16px;"">Some analysts suspected the USDA was holding off on making significant increases until the August report. In addition, the market likely got a jump on Friday’s report from the stocks and acreage reports released at the end of June.</span></p><p><span style=""font-size:16px;"">Corn production was estimated at 15.705 billion bushels (bbu), down from the June forecast of 15.820 bbu. Analysts had anticipated the decline; the June figure was still below the median estimate but within the range of estimates. The carryout for 2024-25 corn fell to 1.340 bbu from 1.365 bbu and was lower than expected.</span></p><p><span style=""font-size:16px;"">Brazil’s corn production for 2024-25 was lowered to 132 million metric tons (MT) from 132.4 million MT in June and was unchanged for 2025-26 at 131 million MT.</span></p><p><span style=""font-size:16px;"">This year’s soybean production in the United States was down slightly from the June projection at 4.335 bbu and in line with expectations. Yields held steady as did the 2024-25 U.S. carryout at 0.350 bbu.</span></p><p><span style=""font-size:16px;"">Brazil’s estimated soybean production remained at 169.00 million MT after analysts anticipated a slight increase to 169.25 million MT.</span></p><p><span style=""font-size:16px;"">Wheat production estimates were lowered in multiple categories, including winter wheat at 1.35 bbu, down 3% from the June forecast but only 1% lower than last year. The yield forecast, as of July 1, was 0.5% higher than in June at 54.2 bushels per acre (bpa) and 2.5 bushels higher than last year.</span></p><p><span style=""font-size:16px;"">Production of hard red winter wheat was down 4% from June and durum off less than 1%. Spring wheat was projected at 7% lower than last year at 504 million bushels with a slight decline in yields to 51.7 bpa.</span></p><p><span style=""font-size:16px;""></span></p><p><span style=""font-size:16px;""></span><span style=""font-size:16px;""><img alt="""" src=""https://roachag.com/Portals/0/Images/wasde/2025/7-11-25%20USDA%20report.png?ver=pwSPYncRfxiDhONua21tIQ%3d%3d"" style=""width: 599px; height: 919px;""/></span></p><p><span style=""font-size:14px;"">Source: USDA, Reuters</span></p></body></html>",https://roachag.com/Portals/0/Images/wasde/2025/7-11-25%20USDA%20report.png?ver=pwSPYncRfxiDhONua21tIQ%3d%3d,,,,,,,0,closed,closed,Roach Ag Resources,,,
https://roachag.com/Resources/june-2025-acreage-quarterly-grain-stocks,June 2025 Acreage & Quarterly Grain Stocks,june-2025-acreage-and-quarterly-grain-stocks,draft,admin,6/30/2025 10:00,USDA Supply/Demand,Supply/Demand,,"<html><body><div class=""post-meta"">
<span>
<em class=""fas fa-calendar""></em>June 30,
                        2025
                    </span><span>
<em class=""fas fa-folder-open""></em> <a href=""https://roachag.com/Resources?Category=usda-supply%2fdemand"">USDA Supply/Demand</a>
</span><span><em class=""fas fa-tags""></em></span><em class=""fas fa-comments"">
                        0
                    </em>
<div class=""socialnetwork"">
</div>
</div><p><span style=""font-size:16px;""></span></p><p><span style=""font-size:16px;""><span style=""font-family:Arial,sans-serif""></span></span></p><p><span style=""font-size:16px;""><span style=""font-family:Arial,sans-serif"">Although U.S. corn stocks declined by about 350 million bushels year over year, the June Stocks Report was in line with the market’s expectations. The corn planted acreage was also in line with the March estimate and trade expectations.</span></span></p><p><span style=""font-size:16px;""></span></p><p><span style=""font-size:16px;""><span style=""font-family:Arial,sans-serif""></span></span></p><p><span style=""font-size:16px;""><span style=""font-family:Arial,sans-serif"">Soybean stocks and acres were also very much in line with expectations.</span></span></p><p><span style=""font-size:16px;""><span style=""font-family:Arial,sans-serif"">Wheat stocks came in slightly above expectations, just above 850 million bushels, but wheat acres were almost exactly in line with the average trade guess. </span></span></p><p><span style=""font-size:16px;""><span style=""font-family:Arial,sans-serif""></span></span></p><p><span style=""font-size:16px;""><span style=""font-family:Arial,sans-serif"">None of the data points from today’s USDA will surprise traders. With the report out of the way, the market will shift its focus back to weather and crop conditions. </span></span></p><p><span style=""font-size:16px;""></span></p><p><span style=""font-size:16px;""><span arial="""" style=""font-family:""></span></span></p><p><span style=""font-size:16px;""></span></p><p><span style=""font-size:16px;""><img alt="""" src=""https://roachag.com/Portals/0/Images/wasde/2025/6-30-25%20USDA%20report.png?ver=4BHGPxopOJlF-YuzTkqD4Q%3d%3d"" style=""width: 599px; height: 372px;""/></span></p><p><span style=""font-size:16px;""></span><span style=""font-size:14px;"">Source: USDA, Reuters</span></p></body></html>",https://roachag.com/Portals/0/Images/wasde/2025/6-30-25%20USDA%20report.png?ver=4BHGPxopOJlF-YuzTkqD4Q%3d%3d,,,,,,,0,closed,closed,Roach Ag Resources,,,
https://roachag.com/Resources/june-2025-usda-supply-demand,June 2025 USDA Supply & Demand,june-2025-usda-supply-and-demand,draft,admin,6/11/2025 10:00,General,Supply/Demand,,"<html><body><div class=""post-meta"">
<span>
<em class=""fas fa-calendar""></em>June 11,
                        2025
                    </span><span>
<em class=""fas fa-folder-open""></em> <a href=""https://roachag.com/Resources?Category=general"">General</a>, <a href=""https://roachag.com/Resources?Category=usda-supply%2fdemand"">USDA Supply/Demand</a>
</span><span><em class=""fas fa-tags""></em></span><em class=""fas fa-comments"">
                        0
                    </em>
<div class=""socialnetwork"">
</div>
</div><p><span style=""font-size:16px;""></span></p><p><span style=""font-size:16px;""><span style=""font-family:Arial,sans-serif"">The monthly June USDA reports were largely sleepers as expected. We’ll have to wait for the June 30 Acreage and Stocks, which have the potential to be more exciting. </span></span></p><p><span style=""font-size:16px;""></span></p><p><span style=""font-size:16px;""><span style=""font-family:Arial,sans-serif""></span></span></p><p><span style=""font-size:16px;""><span style=""font-family:Arial,sans-serif"">First off, the USDA left their soybean supply demand tables completely unchanged from the May values. Second, while trade expected the agency to adjust Brazilian corn production higher, the USDA also left all their South American production estimates unchanged this month.</span></span></p><p><span style=""font-size:16px;""><span style=""font-family:Arial,sans-serif""></span></span></p><p><span style=""font-size:16px;""><span style=""font-family:Arial,sans-serif"">The corn balance sheet saw the largest changes, but they were relatively small and completely within the range of trade estimates. Beginning stocks were lowered by 50 million bushels, which was based on Census Bureau data. Useage was left unchanged, which lowered US 2025-26 corn carryout from 1.800 billion bushels to 1.750 billion bushels.  </span></span></p><p><span style=""font-size:16px;""><span style=""font-family:Arial,sans-serif""></span></span></p><p><span style=""font-size:16px;""><span style=""font-family:Arial,sans-serif"">The changes in the wheat supply demand tables were even smaller than corn. Exports were increased by 25 million bushels, which lowered 2025-26 US wheat ending stocks by the same amount to 898 million bushels.  </span></span></p><p><span style=""font-size:16px;""><span style=""font-family:Arial,sans-serif""></span></span></p><p><span style=""font-size:16px;""><span style=""font-family:Arial,sans-serif"">The global supply demand tables received only small adjustments, with corn carryout dropping 2.6 million tons (&lt;1%), soybeans increasing less than 1 million tons (&lt;1%), and wheat carryout declining about 3 million tons (1.1%).</span></span></p><p><span style=""font-size:16px;""><span style=""font-family:Arial,sans-serif""></span></span></p><p><span style=""font-size:16px;""><span style=""font-family:Arial,sans-serif"">Markets traded a few cents lower following the reports.</span></span></p><p><span style=""font-size:11pt""><span style=""font-family:Arial,sans-serif""></span></span></p><p><span style=""font-size:16px;""></span></p><p><img alt="""" src=""https://roachag.com/Portals/0/Images/wasde/2025/6-12-25%20USDA%20report.png?ver=uKUIUyjkbRArEmPHylAPIQ%3d%3d"" style=""width: 599px; height: 805px;""/></p><p>Source: USDA, Reuters</p></body></html>",https://roachag.com/Portals/0/Images/wasde/2025/6-12-25%20USDA%20report.png?ver=uKUIUyjkbRArEmPHylAPIQ%3d%3d,,,,,,,0,closed,closed,Roach Ag Resources,,,
https://roachag.com/Resources/may-2025-usda-supply-demand,May 2025 USDA Supply & Demand,may-2025-usda-supply-and-demand,draft,admin,5/12/2025 10:00,USDA Supply/Demand,Supply/Demand,,"<html><body><div class=""post-meta"">
<span>
<em class=""fas fa-calendar""></em>May 12,
                        2025
                    </span><span>
<em class=""fas fa-folder-open""></em> <a href=""https://roachag.com/Resources?Category=usda-supply%2fdemand"">USDA Supply/Demand</a>
</span><span><em class=""fas fa-tags""></em></span><em class=""fas fa-comments"">
                        0
                    </em>
<div class=""socialnetwork"">
</div>
</div><p><span style=""font-size:16px;""></span></p><p><span style=""font-size:16px;""><span style=""font-family:Arial,sans-serif"">The USDA’s first look at the 2025-26 crop year balance sheets was favorable for both corn and soybeans. New crop corn carryout came in at 1.8 billion bushels and new crop soybean carryout was 295 million bushels. Both domestic carryout totals were below the average trade estimates, falling to the low end of the trade range. The global corn and soybean carryout totals for 2025-26 were also at the low end of the trade range. For corn, the global carryout of 277.8 million tons was even smaller than the lowest trade estimate. </span></span></p><p><span style=""font-size:16px;""></span></p><p><span style=""font-size:16px;""><span style=""font-family:Arial,sans-serif""></span></span></p><p><span style=""font-size:16px;""><span style=""font-family:Arial,sans-serif"">Combined with the weekend news of a 90-day rollback of US-China tariffs, we are starting the new trading week on a positive note with some optimism ahead. It is possible that the Administration will also offer some biofuel guidance in the next week or two, to build further upon this optimism. </span></span></p><p><span style=""font-size:16px;""><span style=""font-family:Arial,sans-serif""></span></span></p><p><span style=""font-size:16px;""><span style=""font-family:Arial,sans-serif"">The wheat numbers had a less optimistic tone as domestic and global wheat carryout for the 2025-26 crop year were larger than the average trade estimate. </span></span></p><p><span style=""font-size:16px;""><span style=""font-family:Arial,sans-serif""></span></span></p><p><span style=""font-size:16px;""><span style=""font-family:Arial,sans-serif"">The USDA finally quit dragging their feet on South American production estimates and increased their Brazilian corn production estimate by 4 million tons to 130 million tons. </span></span></p><p><span style=""font-size:16px;""><span style=""font-family:Arial,sans-serif""></span></span></p><p><span style=""font-size:16px;""><span style=""font-family:Arial,sans-serif"">Be ready to sell the next round of Sell Signals. Soybeans could trigger a Sell Signal this week. We will give you a call when it is time to sell. </span></span></p><p><span style=""font-size:16px;""><img alt="""" src=""https://roachag.com/Portals/0/Images/wasde/2025/5-12-25%20USDA%20report.png?ver=6m6FCe5xRi36o7jpXvyZXw%3d%3d"" style=""width: 599px; height: 935px;""/></span></p><p><span style=""font-size:14px;"">Source: USDA, Reuters</span></p></body></html>",https://roachag.com/Portals/0/Images/wasde/2025/5-12-25%20USDA%20report.png?ver=6m6FCe5xRi36o7jpXvyZXw%3d%3d,,,,,,,0,closed,closed,Roach Ag Resources,,,
https://roachag.com/Resources/april-2025-usda-supply-demand,April 2025 USDA Supply & Demand,april-2025-usda-supply-and-demand,draft,admin,4/9/2025 10:00,USDA Supply/Demand,Supply/Demand,,"<html><body><div class=""post-meta"">
<span>
<em class=""fas fa-calendar""></em>April 9,
                        2025
                    </span><span>
<em class=""fas fa-folder-open""></em> <a href=""https://roachag.com/Resources?Category=usda-supply%2fdemand"">USDA Supply/Demand</a>
</span><span><em class=""fas fa-tags""></em></span><em class=""fas fa-comments"">
                        0
                    </em>
<div class=""socialnetwork"">
</div>
</div><p><span style=""font-size:16px;""></span></p><p><span style=""font-size:16px;""><span style=""font-family:Arial,sans-serif"">Overall, there were no major changes in today’s USDA old crop supply demand tables. The numbers were most favorable to corn, as US and world carryout both shrank a bit more than trade expected. Changes to the soybean numbers were negligible, while US wheat carryout increased more than expected. </span></span></p><p><span style=""font-size:16px;""></span></p><p><span style=""font-size:16px;""><span style=""font-family:Arial,sans-serif""></span></span></p><p><span style=""font-size:16px;""><span style=""font-family:Arial,sans-serif"">The USDA left their South American production estimates unchanged this month. </span></span></p><p><span style=""font-size:16px;""><span style=""font-family:Arial,sans-serif""></span></span></p><p><span style=""font-size:16px;""><span style=""font-family:Arial,sans-serif"">Thirty minutes after the reports, prices across our crop markets were largely the same as they were five minutes before the reports. Traders seem to have shrugged at this round of reports. The May reports will be more important as they will include 2025-26 new crop supply demand tables.</span></span></p><p><span style=""font-size:16px;""><span style=""font-family:Arial,sans-serif""></span></span></p><p><span style=""font-size:16px;""><span style=""font-family:Arial,sans-serif"">As expected, the USDA lowered their US and world carryout estimates for 2024-25 old crop corn. The US corn carryout was 75 million bushels smaller than their March estimate, which was a bigger reduction than the average trade estimate forecast. The smaller US corn ending stocks were largely due to a 100 million bushel increase in exports. World corn carryout was 1.25 million tons (49 million bushels) smaller than March.</span></span></p><p><span style=""font-size:16px;""><span style=""font-family:Arial,sans-serif""></span></span></p><p><span style=""font-size:16px;""><span style=""font-family:Arial,sans-serif"">The US soybean carryout was reduced by 5 million bushels due to small changes in imports, crush, and residual. This was largely in line with trade expectations. World soybean carryout increased by 1.07 million tons (39 million bushels).</span></span></p><p><span style=""font-size:16px;""><span style=""font-family:Arial,sans-serif""></span></span></p><p><span style=""font-size:16px;""><span arial="""" style=""font-family:"">US wheat carryout increased by 27 million bushels month to month, more than trade expected.</span></span></p><p><span style=""font-size:16px;""></span></p><p><span style=""font-size:16px;""><img alt="""" src=""https://roachag.com/Portals/0/Images/wasde/2025/4-10-25%20USDA%20report.png?ver=aZeWTtJNZfw1bzbmUc2HpQ%3d%3d"" style=""width: 599px; height: 479px;""/></span></p><p><span style=""font-size:14px;"">Source: USDA, Reuters</span></p></body></html>",https://roachag.com/Portals/0/Images/wasde/2025/4-10-25%20USDA%20report.png?ver=aZeWTtJNZfw1bzbmUc2HpQ%3d%3d,,,,,,,0,closed,closed,Roach Ag Resources,,,
https://roachag.com/Resources/march-2025-usda-quarterly-grain-stocks-prospective-plantings,March 2025 USDA Quarterly Grain Stocks & Prospective Plantings,march-2025-usda-quarterly-grain-stocks-and-prospective-plantings,draft,admin,3/28/2025 10:00,USDA Supply/Demand,Supply/Demand,,"<html><body><div class=""post-meta"">
<span>
<em class=""fas fa-calendar""></em>March 28,
                        2025
                    </span><span>
<em class=""fas fa-folder-open""></em> <a href=""https://roachag.com/Resources?Category=usda-supply%2fdemand"">USDA Supply/Demand</a>
</span><span><em class=""fas fa-tags""></em></span><em class=""fas fa-comments"">
                        0
                    </em>
<div class=""socialnetwork"">
</div>
</div><p><span style=""font-size:16px;""></span></p><p><span style=""font-size:12pt""><span style=""line-height:115%""><span style=""font-family:Aptos,sans-serif"">March 1 Stocks were nearly exactly what traders expected them to be. Corn Stocks were down 201 million bushels, soybean stocks were 65 million bushels larger than last year, and wheat stocks were 148 million bushels larger than last year. </span></span></span></p><p><span style=""font-size:12pt""><span style=""line-height:115%""><span style=""font-family:Aptos,sans-serif""></span></span></span></p><p><span style=""font-size:12pt""><span style=""line-height:115%""><span style=""font-family:Aptos,sans-serif"">With no surprise in Stocks, traders are forced to focus on the Prospective Plantings report (and all the outside market news).  Corn acres were above the average trade estimate at 95.326 million acres. Soybean acres were smaller than the average trade estimate at 83.495 million acres. Wheat acres were slightly larger than the average trade estimate at 45.350 million acres. </span></span></span></p><p><span style=""font-size:12pt""><span style=""line-height:115%""><span style=""font-family:Aptos,sans-serif""></span></span></span></p><p><span style=""font-size:12pt""><span style=""line-height:115%""><span style=""font-family:Aptos,sans-serif"">That tells us our current Buy Signals heading into the weather risk period are something livestock feeders need to pay attention to. Those who like to buy courage calls to be able to put hedges on during a rally should be getting those in place. </span></span></span></p><p><span style=""font-size:12pt""><span style=""line-height:115%""><span style=""font-family:Aptos,sans-serif""></span></span></span></p><p><span style=""font-size:12pt""><span style=""line-height:115%""><span style=""font-family:Aptos,sans-serif"">Although we don’t know what the outside news will be in the next 60 days, the greatest risk of growing a crop will take place in that time period. Normally weather will give us a worry or two and a couple of Sell Signals. We are buyers now; we will be sellers then. Beans are already trading above the 20-day moving average which will likely make funds be buyers, corn will assault that green line shortly. </span></span></span></p><p><span style=""font-size:16px;""></span></p><p><span style=""font-size:16px;""><img alt="""" src=""https://roachag.com/Portals/0/Images/wasde/2025/3-31-25%20USDA%20report.png?ver=yHZmpTW4GbKU28eaYNVbUA%3d%3d"" style=""width: 599px; height: 381px;""/></span></p><p><span style=""font-size:14px;"">Source: USDA, Reuters</span><span style=""font-size:16px;""></span></p></body></html>",https://roachag.com/Portals/0/Images/wasde/2025/3-31-25%20USDA%20report.png?ver=yHZmpTW4GbKU28eaYNVbUA%3d%3d,,,,,,,0,closed,closed,Roach Ag Resources,,,
https://roachag.com/Resources/march-11th-2025-wasde-report,March 2025 USDA Supply & Demand,march-2025-usda-supply-and-demand,draft,admin,3/11/2025 10:00,USDA Supply/Demand,Supply/Demand,,"<html><body><div class=""post-meta"">
<span>
<em class=""fas fa-calendar""></em>March 11,
                        2025
                    </span><span>
<em class=""fas fa-folder-open""></em> <a href=""https://roachag.com/Resources?Category=usda-supply%2fdemand"">USDA Supply/Demand</a>
</span><span><em class=""fas fa-tags""></em></span><em class=""fas fa-comments"">
                        0
                    </em>
<div class=""socialnetwork"">
</div>
</div><p><span style=""font-size:16px;""><span style=""font-family:Arial,sans-serif"">As expected, the USDA made only a few changes to their supply demand tables this month. First, they left US corn and soybean balance sheets essentially unchanged. Trade had expected US corn ending stocks to tighten slightly, so that could be seen as a slight disappointment. For US wheat, the USDA called for larger supplies, unchanged domestic use, and lower exports which increased US wheat ending stocks by 25 million bushels. </span></span></p><p><span style=""font-family:Arial,sans-serif""></span></p><p><span style=""font-size:16px;""><span style=""font-family:Arial,sans-serif"">Global corn and soybean ending stocks both tightened a bit this month, while global wheat stocks increased slightly. The drop in global soybean ending stocks fell below the low end of trade estimates, so this would be the second small surprise of the day. Increased crush totals explained the change in world soybean carryout. </span></span></p><p><span style=""font-family:Arial,sans-serif""></span></p><p><span style=""font-size:16px;""><span style=""font-family:Arial,sans-serif"">The USDA chose to leave its South American production estimates unchanged this month, which was in line with trade expectations.</span></span><span style=""font-family:Arial,sans-serif""></span></p><p> </p><p><img alt="""" src=""https://roachag.com/Portals/0/Images/wasde/2025/3-11-25%20USDA%20report.png?ver=pCyWQkLWId16p5PE3zVmKw%3d%3d"" style=""width: 497px; height: 392px;""/></p><p>Our analysis will be available shortly.</p></body></html>",https://roachag.com/Portals/0/Images/wasde/2025/3-11-25%20USDA%20report.png?ver=pCyWQkLWId16p5PE3zVmKw%3d%3d,,,,,,,0,closed,closed,Roach Ag Resources,,,
https://roachag.com/Resources/february-2025-usda-supply-demand,February 2025 USDA Supply & Demand,february-2025-usda-supply-and-demand,draft,admin,2/11/2025 10:00,USDA Supply/Demand,Supply/Demand,,"<html><body><div class=""post-meta"">
<span>
<em class=""fas fa-calendar""></em>February 11,
                        2025
                    </span><span>
<em class=""fas fa-folder-open""></em> <a href=""https://roachag.com/Resources?Category=usda-supply%2fdemand"">USDA Supply/Demand</a>
</span><span><em class=""fas fa-tags""></em></span><em class=""fas fa-comments"">
                        0
                    </em>
<div class=""socialnetwork"">
</div>
</div><p><span style=""font-size:16px;""></span></p><p style=""margin-bottom:13px""><span style=""font-size:16px;""><span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""line-height:115%""><span style=""line-height:115%"">The USDA made some minimal tweaks to its U.S. carryout estimates in its February WASDE report while making some cuts to corn and soybean forecasts for South America.</span></span></span></span></p><p style=""margin-bottom:13px""><span style=""font-size:16px;""><span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""line-height:115%""><span style=""line-height:115%"">The February report released Tuesday left its ending stocks estimates for U.S. corn and soybeans unchanged from the January report, which tripped up some analysts who had predicted reductions for both. </span></span></span></span></p><p style=""margin-bottom:13px""><span style=""font-size:16px;""><span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""line-height:115%""><span style=""line-height:115%"">Analysts said it appeared the report overall was not particularly controversial although the reductions in South America’s corn and soybean production could encourage the bulls while waiting </span></span></span></span></p><p style=""margin-bottom:13px""><span style=""font-size:16px;""><span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""line-height:115%""><span style=""line-height:115%"">The report kept the corn carryout at 1.54 billion bushels (bbu) as opposed to the analysts’ average of 1.52 bbu. The soybean estimate was unchanged at 380 million bushels (mbu) compared to the prediction of 374 mbu.</span></span></span></span></p><p style=""margin-bottom:13px""><span style=""font-size:16px;""><span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""line-height:115%""><span style=""line-height:115%"">The wheat ending stocks for the United States were lowered to 794 mbu from 798 mbu in January.</span></span></span></span></p><p style=""margin-bottom:13px""><span style=""font-size:16px;""><span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""line-height:115%""><span style=""line-height:115%"">Global ending stocks were lower than in January and came in below expectations: </span></span></span></span></p><p style=""margin-bottom:13px""><span style=""font-size:16px;""><span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""line-height:115%""><span style=""line-height:115%"">Corn fell to 290.31 million metric tons (MT) worldwide from 293.34 million MT in the January report and missed the average projection of 292.52 million MT. Soybean ending stocks were cut to 124.34 million MT from 128.57 million MT, confounding analysts who had expected a slight decrease to 127.70 million MT. Wheat stocks narrowly missed estimates with a slight decline to 257.56 million MT.</span></span></span></span></p><p style=""margin-bottom:13px""><span style=""font-size:16px;""><span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""line-height:115%""><span style=""line-height:115%"">South America’s production forecasts were slightly lower for Brazil while dry weather took a bite out of the outlook for Argentina.</span></span></span></span></p><p style=""margin-bottom:13px""><span style=""font-size:16px;""><span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""line-height:115%""><span style=""line-height:115%"">The USDA lowered Argentina’s corn by 1 million MT to 50 million MT for corn and dropped soybeans to 49 million MT from 52 million MT in the January report.</span></span></span></span></p><p><span style=""font-size:16px;""><span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""line-height:115%"">Brazil’s prodigious soybean crop was estimated at 169 million MT, unchanged from the January report and fractionally lower than analysts had predicted. The corn harvest was projected at 126 million MT, down 1 million MT from last month and a tad below expectations.</span></span></span><span style=""font-size:16px;""></span></p><p><span style=""font-size:16px;""><img alt="""" src=""https://roachag.com/Portals/0/Images/wasde/2025/2-11-25%20USDA%20report.png?ver=v1SZT8HXM7olss_wNeegrw%3d%3d"" style=""width: 599px; height: 484px;""/></span></p><p><span style=""font-size:14px;"">Source: USDA, Reuters</span></p><p><span style=""font-size:16px;""></span></p></body></html>",https://roachag.com/Portals/0/Images/wasde/2025/2-11-25%20USDA%20report.png?ver=v1SZT8HXM7olss_wNeegrw%3d%3d,,,,,,,0,closed,closed,Roach Ag Resources,,,
